"Champion","Pos","GP","P%","B%","P+B%","W%","CTR%","K","D","A","KDA","KP","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","GOLD%","WPM","WCPM"
"Ahri","Middle",25,"41.0%","18.0%","59.0%","56%","-",74,37,121,5.3,"67.2%","15.9%","12%",-272,-105,-5.8,8.9,"30.3%",525,"29.2%","25.0%",0.51,0.22
"Akali","-",0,"0%","1.6%","1.6%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Alistar","Support",25,"41.0%","37.7%","78.7%","52%","-",5,49,188,3.9,"73.9%","19.8%","28%",9,-53,0.3,1.2,"4.3%",76,"4.6%","11.0%",1.21,0.3
"Anivia","Middle",1,"1.6%","0.0%","1.6%","0%","-",1,2,3,2,"66.7%","18.2%","0%",-788,-808,-26,8.3,"29.7%",198,"19.0%","23.9%",0.45,0.28
"Bard","Support",11,"18.0%","8.2%","26.2%","64%","-",8,17,72,4.7,"67.8%","18.1%","45%",57,-19,-6.1,0.7,"3.0%",171,"10.0%","11.3%",1.17,0.48
"Blitzcrank","Support",1,"1.6%","0.0%","1.6%","100%","-",2,0,10,12,"52.2%","0.0%","0%",-107,-186,0,1.3,"4.9%",235,"12.3%","11.8%",0.96,0.36
"Braum","Support",21,"34.4%","6.6%","41.0%","52%","-",7,65,132,2.1,"67.8%","27.7%","24%",-132,-17,2,1.2,"4.6%",148,"8.2%","11.2%",1.12,0.31
"Caitlyn","ADC",5,"8.2%","0.0%","8.2%","40%","-",11,10,8,1.9,"55.9%","19.2%","40%",110,109,2.8,9,"27.9%",518,"27.3%","24.9%",0.4,0.25
"Corki","ADC",12,"19.7%","24.6%","83.6%","92%","-",45,20,65,5.5,"68.8%","18.0%","17%",7,117,2.8,8.2,"26.0%",584,"30.4%","23.1%",0.37,0.19
"Corki","Middle",24,"39.3%","24.6%","83.6%","54%","-",82,51,75,3.1,"65.4%","17.8%","25%",193,-9,5.1,9.4,"29.9%",661,"33.2%","25.3%",0.53,0.26
"Dr. Mundo","Jungle",1,"1.6%","1.6%","8.2%","100%","-",1,3,11,4,"66.7%","18.8%","0%",99,786,12,3.4,"8.4%",562,"14.7%","16.0%",0.65,0.34
"Dr. Mundo","Top",3,"4.9%","1.6%","8.2%","0%","-",10,12,11,1.8,"51.2%","24.0%","0%",-120,75,-7.3,7.8,"27.5%",526,"24.1%","22.2%",0.42,0.19
"Elise","Jungle",28,"45.9%","3.3%","49.2%","43%","-",48,81,127,2.2,"67.6%","22.4%","29%",-154,-162,-6,3.3,"11.1%",260,"14.6%","17.4%",0.87,0.51
"Ezreal","ADC",23,"37.7%","0.0%","37.7%","39%","-",75,44,115,4.3,"71.4%","15.8%","17%",-176,-6,-3,7.9,"26.3%",663,"33.0%","23.0%",0.37,0.18
"Fiora","Top",26,"42.6%","27.9%","70.5%","65%","-",47,54,74,2.2,"47.5%","18.1%","23%",-26,-150,-1.5,8.3,"29.5%",325,"17.5%","22.7%",0.47,0.2
"Fizz","-",0,"0%","1.6%","1.6%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Gangplank","Middle",1,"1.6%","21.3%","27.9%","0%","-",0,0,2,2,"100.0%","0.0%","0%",236,329,5,8.2,"26.9%",625,"44.4%","29.5%",0.51,0.17
"Gangplank","Top",3,"4.9%","21.3%","27.9%","33%","-",8,6,11,3.2,"52.8%","11.5%","0%",67,-100,-7,8.1,"28.9%",540,"23.6%","23.9%",0.46,0.15
"Gnar","Top",5,"8.2%","0.0%","8.2%","60%","-",14,5,17,6.2,"52.5%","11.4%","20%",294,335,17.4,8.4,"29.7%",385,"22.3%","22.7%",0.49,0.14
"Gragas","Jungle",20,"32.8%","11.5%","44.3%","55%","-",24,33,127,4.6,"70.2%","20.2%","55%",-41,35,1.8,3.6,"11.6%",235,"14.0%","17.1%",0.83,0.44
"Graves","Jungle",17,"27.9%","32.8%","73.8%","71%","-",42,23,90,5.7,"66.0%","14.5%","29%",-66,-33,-0.3,4.8,"17.1%",319,"17.6%","19.9%",0.77,0.58
"Graves","Top",8,"13.1%","32.8%","73.8%","50%","-",27,15,24,3.4,"64.6%","30.0%","13%",222,151,9.9,8.5,"28.4%",441,"25.4%","24.6%",0.48,0.22
"Irelia","Top",1,"1.6%","0.0%","1.6%","0%","-",4,0,5,9,"90.0%","0.0%","0%",324,68,-2,8.4,"31.2%",374,"21.5%","25.0%",0.4,0.37
"Janna","Support",10,"16.4%","0.0%","16.4%","20%","-",2,26,57,2.3,"72.0%","20.0%","30%",-50,266,-5.6,0.6,"2.6%",88,"4.8%","10.8%",1.19,0.39
"Jax","Top",1,"1.6%","0.0%","1.6%","0%","-",2,3,0,0.7,"40.0%","20.0%","0%",-786,-718,-38,5.9,"27.3%",145,"15.3%","21.7%",0.32,0.16
"Jinx","ADC",1,"1.6%","0.0%","1.6%","0%","-",0,0,1,1,"100.0%","0.0%","0%",325,329,10,7.6,"27.2%",307,"28.3%","23.0%",0.33,0.04
"Kalista","ADC",26,"42.6%","29.5%","72.1%","42%","-",79,58,87,2.9,"65.9%","21.4%","27%",29,-26,-2.7,8.1,"27.0%",405,"24.4%","24.0%",0.41,0.22
"Kindred","Jungle",11,"18.0%","19.7%","37.7%","64%","-",41,26,70,4.3,"76.6%","31.7%","55%",340,-79,3.5,4,"14.3%",370,"18.9%","19.6%",0.66,0.49
"Kog'Maw","ADC",1,"1.6%","19.7%","21.3%","100%","-",5,2,10,7.5,"75.0%","20.0%","0%",79,-380,-15,8.7,"31.5%",376,"24.1%","26.7%",0.49,0.29
"LeBlanc","Middle",10,"16.4%","3.3%","19.7%","40%","-",34,20,26,3,"61.2%","17.2%","30%",88,176,5.4,8.1,"26.4%",491,"28.5%","24.9%",0.46,0.22
"Lee Sin","Jungle",4,"6.6%","19.7%","26.2%","25%","-",4,17,29,1.9,"68.8%","28.8%","50%",-97,-422,-3.8,3,"9.8%",205,"9.8%","16.2%",0.88,0.28
"Lissandra","Middle",4,"6.6%","16.4%","34.4%","50%","-",6,7,23,4.1,"50.9%","17.1%","25%",9,156,-3.8,8.5,"26.2%",432,"20.7%","21.7%",0.51,0.16
"Lissandra","Top",7,"11.5%","16.4%","34.4%","29%","-",11,26,26,1.4,"56.9%","28.6%","0%",-81,36,1.3,8,"26.1%",406,"21.7%","21.4%",0.49,0.19
"Lucian","ADC",42,"68.9%","1.6%","70.5%","43%","-",147,94,139,3,"68.6%","19.7%","33%",4,-31,2.4,8.7,"29.8%",517,"28.7%","25.4%",0.39,0.23
"Lulu","Middle",6,"9.8%","73.8%","88.5%","50%","-",13,9,43,6.2,"80.0%","13.8%","33%",69,139,1.5,8.2,"26.2%",354,"19.3%","23.2%",0.46,0.15
"Lulu","Top",3,"4.9%","73.8%","88.5%","0%","-",2,3,8,3.3,"76.9%","13.0%","33%",207,232,6.3,6.9,"23.9%",270,"19.5%","22.7%",0.4,0.13
"Lux","Middle",10,"16.4%","0.0%","16.4%","70%","-",28,12,46,6.2,"66.7%","14.0%","10%",123,112,1.7,8,"24.9%",554,"34.4%","23.5%",0.49,0.14
"Malphite","Top",14,"23.0%","8.2%","31.1%","43%","-",11,30,48,2,"55.7%","20.1%","7%",-345,-127,-8.5,6.8,"23.7%",284,"18.7%","19.3%",0.44,0.13
"Maokai","Top",1,"1.6%","0.0%","1.6%","0%","-",2,4,9,2.8,"91.7%","18.2%","0%",-113,-389,-6,7.3,"22.8%",453,"22.9%","21.4%",0.53,0.13
"Miss Fortune","ADC",2,"3.3%","0.0%","3.3%","50%","-",15,5,8,4.6,"69.7%","13.2%","0%",350,423,11,9.2,"30.5%",1079,"35.7%","26.3%",0.48,0.28
"Morgana","Support",8,"13.1%","3.3%","18.0%","63%","-",5,23,66,3.1,"70.3%","29.5%","13%",-171,-42,-4.6,0.7,"3.1%",188,"9.9%","11.9%",1.17,0.38
"Morgana","Top",1,"1.6%","3.3%","18.0%","0%","-",2,5,5,1.4,"63.6%","41.7%","100%",-267,-413,-11,6.8,"20.7%",351,"25.2%","20.5%",0.62,0.36
"Nautilus","Support",3,"4.9%","1.6%","23.0%","67%","-",1,12,25,2.2,"74.3%","27.3%","0%",62,200,1.3,1.3,"5.1%",182,"9.6%","11.9%",1.1,0.19
"Nautilus","Top",10,"16.4%","1.6%","23.0%","60%","-",14,18,78,5.1,"65.7%","19.1%","30%",166,211,3.2,7.2,"22.6%",376,"17.4%","19.4%",0.41,0.1
"Nidalee","Jungle",6,"9.8%","4.9%","14.8%","17%","-",12,14,17,2.1,"60.4%","16.1%","17%",-89,230,3.7,4.2,"14.5%",373,"21.3%","19.4%",0.96,0.57
"Orianna","Middle",9,"14.8%","3.3%","18.0%","56%","-",18,12,37,4.6,"63.2%","16.7%","44%",126,-26,5.8,9.5,"31.5%",436,"29.3%","25.1%",0.45,0.24
"Poppy","Jungle",1,"1.6%","65.6%","83.6%","0%","-",3,4,6,2.3,"56.3%","22.2%","100%",-99,-786,-12,3.2,"13.8%",211,"9.0%","17.5%",0.77,0.46
"Poppy","Support",8,"13.1%","65.6%","83.6%","50%","-",11,22,46,2.6,"64.8%","22.7%","63%",319,26,3.1,1.7,"6.4%",167,"7.8%","13.0%",1.29,0.53
"Poppy","Top",2,"3.3%","65.6%","83.6%","0%","-",4,5,7,2.2,"68.8%","20.0%","0%",363,715,-2,6.9,"25.2%",567,"28.9%","20.9%",0.45,0.21
"Quinn","Middle",1,"1.6%","23.0%","31.1%","100%","-",4,3,8,4,"54.5%","25.0%","0%",408,459,13,8.5,"28.1%",459,"19.0%","22.7%",0.64,0.13
"Quinn","Top",4,"6.6%","23.0%","31.1%","50%","-",16,11,13,2.6,"60.4%","23.4%","0%",-2,28,6,8,"29.1%",501,"25.6%","23.3%",0.49,0.26
"Rek'Sai","Jungle",29,"47.5%","13.1%","60.7%","48%","-",34,57,158,3.4,"65.8%","19.3%","45%",122,142,1.7,3.7,"11.2%",212,"13.2%","17.3%",0.86,0.58
"Rumble","Jungle",2,"3.3%","3.3%","6.6%","0%","-",0,8,12,1.5,"70.6%","20.0%","0%",-78,561,10,3.8,"12.5%",560,"25.7%","17.9%",0.74,0.39
"Ryze","Top",5,"8.2%","18.0%","26.2%","60%","-",17,8,28,5.6,"76.3%","18.6%","20%",327,193,3,7.7,"27.7%",325,"19.5%","22.8%",0.57,0.19
"Shen","Support",3,"4.9%","9.8%","31.1%","33%","-",0,10,28,2.8,"66.7%","25.0%","0%",-75,-144,3.3,1.2,"5.2%",126,"6.2%","11.5%",1.26,0.42
"Shen","Top",10,"16.4%","9.8%","31.1%","60%","-",15,14,63,5.6,"77.2%","15.6%","0%",-73,-119,-0.4,7.5,"24.9%",240,"14.4%","20.8%",0.41,0.13
"Soraka","Support",1,"1.6%","1.6%","3.3%","100%","-",0,4,16,4,"69.6%","28.6%","0%",32,328,-5,0.5,"2.1%",87,"2.7%","13.0%",1.05,0.22
"Syndra","Middle",2,"3.3%","0.0%","4.9%","0%","-",6,4,7,3.3,"76.5%","15.4%","100%",383,134,7,9.1,"28.9%",372,"26.0%","27.1%",0.45,0.21
"Syndra","Support",1,"1.6%","0.0%","4.9%","100%","-",0,3,2,0.7,"25.0%","30.0%","0%",6,-222,-7,0.6,"2.8%",247,"14.2%","12.3%",1.38,0.22
"Tahm Kench","Support",4,"6.6%","19.7%","31.1%","50%","-",1,2,23,12,"57.1%","9.1%","25%",52,83,2.8,1.5,"5.4%",156,"8.4%","11.5%",1.04,0.4
"Tahm Kench","Top",3,"4.9%","19.7%","31.1%","33%","-",4,4,9,3.3,"59.1%","10.5%","0%",-159,-450,-6,7.9,"28.7%",387,"19.3%","22.4%",0.43,0.13
"Thresh","Support",16,"26.2%","9.8%","36.1%","44%","-",11,45,125,3,"78.6%","29.2%","75%",31,-74,2.3,1.1,"3.9%",137,"8.5%","11.2%",1.21,0.34
"Tristana","ADC",8,"13.1%","0.0%","13.1%","75%","-",30,7,24,7.7,"66.7%","15.6%","25%",210,16,-0.4,8.9,"28.6%",444,"24.6%","24.5%",0.43,0.39
"Trundle","Support",10,"16.4%","6.6%","44.3%","40%","-",5,29,68,2.5,"72.3%","21.3%","10%",63,12,3.4,1.4,"4.8%",123,"6.6%","11.7%",1.27,0.43
"Trundle","Top",13,"21.3%","6.6%","44.3%","62%","-",34,24,99,5.5,"66.2%","16.9%","8%",-30,123,0.4,6.7,"23.1%",296,"14.5%","19.8%",0.42,0.16
"Twisted Fate","Middle",3,"4.9%","0.0%","4.9%","67%","-",11,10,16,2.7,"65.9%","32.3%","33%",312,-120,2.7,8,"26.7%",465,"27.5%","25.4%",0.45,0.15
"Udyr","Jungle",1,"1.6%","0.0%","1.6%","100%","-",5,3,10,5,"60.0%","30.0%","0%",11,152,15,4.3,"15.3%",318,"12.1%","18.5%",1.1,0.49
"Vayne","ADC",2,"3.3%","0.0%","3.3%","100%","-",15,7,11,3.7,"68.4%","35.0%","50%",-135,-382,-12,7.6,"26.4%",752,"37.7%","25.4%",0.36,0.22
"Vel'Koz","Middle",2,"3.3%","0.0%","3.3%","50%","-",5,10,4,0.9,"42.9%","29.4%","0%",247,263,11.5,8.7,"28.0%",651,"32.0%","22.6%",0.44,0.19
"Viktor","Middle",16,"26.2%","0.0%","26.2%","44%","-",46,34,66,3.3,"70.0%","18.9%","25%",-177,-189,-9.1,8.9,"30.1%",531,"29.8%","24.8%",0.48,0.22
"Xin Zhao","Top",1,"1.6%","0.0%","1.6%","100%","-",5,2,0,2.5,"38.5%","40.0%","0%",579,-392,20,8.3,"33.8%",394,"25.6%","23.3%",0.43,0.18
"Yasuo","Middle",2,"3.3%","0.0%","3.3%","50%","-",9,8,12,2.6,"75.0%","33.3%","0%",343,391,13,10.3,"33.6%",523,"25.6%","25.8%",0.57,0.25
"Zac","Jungle",2,"3.3%","0.0%","4.9%","50%","-",1,4,12,3.3,"68.4%","25.0%","0%",10,87,4.5,3.2,"9.6%",168,"10.1%","15.8%",0.62,0.41
"Zac","Top",1,"1.6%","0.0%","4.9%","100%","-",2,0,3,5,"50.0%","0.0%","0%",207,82,-7,7.6,"21.4%",193,"11.9%","18.2%",0.4,0.07
"Zed","Middle",2,"3.3%","0.0%","3.3%","0%","-",8,6,0,1.3,"88.9%","17.6%","0%",3,391,3.5,7,"27.2%",422,"33.3%","26.8%",0.46,0.12
"Ziggs","Middle",1,"1.6%","0.0%","1.6%","0%","-",2,3,1,1,"75.0%","21.4%","0%",-212,-56,2,9.8,"31.2%",662,"44.5%","27.0%",0.36,0.06
"Zilean","Middle",3,"4.9%","13.1%","18.0%","33%","-",9,2,20,14.5,"74.4%","6.7%","0%",-414,-48,-7,8.6,"28.4%",562,"28.2%","23.5%",0.45,0.14